"dti","annual_inc","revol_util","delinq_2yrs","loan_amnt"
31.22,70000,46.9,1,20000
30.88,45000,88.7,0,20000
23.4,50000,6.7,0,10000
0.48,68000,14.4,0,6000
11.53,69000,7.6,0,8000
12.75,50000,52.1,0,8000
21.98,16000,10.1,0,5200
29.25,14000,27.1,0,3000
27.15,40000,33.3,0,5000
1.61,56000,10,0,5500
2.51,45000,15.1,0,10000
6.6,30000,65.3,0,6600
15.18,43000,38.6,0,1600
17.49,40000,7.6,0,5500
9.02,40560,98.7,0,8375
13.07,45000,39,0,9000
5.95,50000,12.2,0,25000
7.34,60000,74.4,0,2500
1.72,30000,6,1,4000
31.26,21000,58.5,3,1000
5.24,30000,50.3,0,15000
25.7,55100,15.9,0,12000
16.3,47500,72.5,0,20000
22.92,31200,50.9,0,9350
12.95,63000,44.7,0,5000
25.57,36000,39.6,0,20000
15.12,60000,56.1,0,15000
24.18,54000,34.7,0,9500
28.36,60000,31.8,0,12500
26.6,36000,24.4,1,16550
17.39,65000,54.5,0,24000
16.34,39000,26.6,0,11000
19.44,61000,49.5,0,15000
26.74,50000,53.2,0,4800
26.2,24000,15.7,0,21600
12.55,50000,4.6,3,1000
27.18,54000,74.8,0,22000
19.44,60000,10.3,0,32700
2.45,45000,17.7,0,10000
18.18,40000,15.8,0,4000
3.03,46000,88,0,11000
27.59,53135,67,0,22000
18.26,60000,17.7,2,7500
23.52,70000,35.9,2,15000
22.63,55000,32.8,2,3625
8.57,50000,70.2,0,11000
19.8,18912,92.4,0,4000
9.91,59000,25.2,0,15000
0.77,39000,4.2,0,8000
0.69,46800,19.1,0,6000
24.98,70000,14.9,0,6400
1.16,45600,72.4,0,5000
21.39,32000,31.9,0,7000
17.8,63000,9.6,0,15000
26.57,57000,0.2,0,27000
7.82,69200,51.2,0,3200
16.15,70000,92.9,2,20000
21.36,70000,55.2,0,30000
27.52,67200,52.9,0,20000
0.55,65000,22,0,22000
24.38,48000,83.5,1,12000
32.06,35000,57.7,0,20000
26.52,62000,62.2,0,20000
0.92,65000,5.7,0,10000
29.92,67000,82.4,0,25000
9.72,31000,25.8,0,12000
10.05,70000,35.5,0,10000
7.8,28000,37.5,0,8000
10.92,60000,66,0,20000
7.79,46800,10.8,1,10000
1.97,50000,1.1,0,25500
21.05,13000,3.7,0,2000
27.38,70000,34.4,0,36000
16.25,57000,24,0,20000
13.97,50000,29.1,1,6500
16.89,54000,83.2,0,3000
23.48,30000,58.7,0,12000
5.47,57500,53.8,0,8500
9.6,65000,10.7,0,25000
21.6,69500,30.2,0,20000
20.6,50000,19.6,0,4500
11.67,40000,19.7,0,6000
5.82,40000,44,0,5000
19.14,35000,34.6,0,10000
17.21,50000,26.3,0,10000
19.12,50000,29.2,0,40000
20.28,60000,29.5,0,12000
31.72,56000,8.4,0,4500
19.87,43360,45.2,0,8000
24.7,64000,27.7,0,1000
19.09,52000,52.8,0,5000
27.32,70000,57.7,0,8000
10.18,44900,42.4,0,16000
11,42000,35.1,0,7000
2.61,46000,41,0,4000
16.08,68000,92.1,1,20000
30.43,35000,68.9,0,12000
15.12,55000,48.3,0,14000
21.62,61000,41.8,0,18000
16.87,50000,38.4,0,5000
13.97,22000,37,0,6900
15.55,20000,22.3,0,5000
18.39,25000,30.3,1,4500
7.44,22000,17.9,0,10000
12.43,42000,1.3,0,24000
15.36,65000,52.6,0,10000
11.61,40000,68.1,0,12000
32.01,40000,60.1,1,15000
25.17,70000,40.3,0,25000
26.95,70000,87.8,0,19000
22.8,38000,43.8,0,5000
24.56,41000,25.7,0,18500
11.96,68400,55,0,14000
19.27,33000,10.6,0,8125
23.86,50000,30.1,0,2000
28.87,36000,7.2,0,4000
26.98,56000,89,0,5000
25.1,58000,0,1,1000
24.77,52000,35.9,0,16000
24.72,37000,31.3,1,7000
20.28,40000,29.2,0,7000
31.09,53000,10.9,0,20000
25.52,45000,36.4,0,13000
28.02,55000,82.5,0,23000
23.04,55000,10.6,0,20000
13.77,65000,90.6,0,10000
16.27,65000,19.5,1,8000
11.94,42000,68.5,0,20000
11.84,58000,48.3,0,10000
24.52,58000,55.7,0,10325
21.91,55000,48.9,0,22000
15.64,70000,42.4,1,33000
3.56,65000,35.9,0,17000
8.71,70000,51.8,0,20000
4.26,53266,62.6,0,10000
21.64,60000,61.1,0,12000
5.67,36000,3.9,0,10000
14.71,55000,53.7,0,10000
16.24,70000,86.6,0,2000
12.02,60000,29.4,1,5700
9.05,51969,41.7,0,15000
5.99,10824,1.5,0,1000
6.08,14796,38.5,0,4800
23.47,54000,11.1,0,10000
4.11,40000,39.3,0,5000
29.37,36500,52.2,0,12000
16.41,65000,57,4,22000
4.16,45000,75,0,4600
16.23,55000,44.8,0,10000
26.18,70000,69.6,1,15000
16.78,70000,16.5,0,25000
30.58,65000,98.7,0,10000
24.87,26880,47,1,4000
7.04,30000,43.7,0,6000
12.79,35000,54.4,0,6025
11.84,38000,38.4,0,9500
26.82,32000,66.3,0,20000
7.12,14000,16.6,0,15000
18.24,65000,69.9,0,16000
9.64,65000,10.7,0,3350
26.69,37000,39.5,0,40000
14.21,43000,74.2,0,10000
18.33,41000,27.8,0,17000
31.02,52000,11.9,0,3000
30.39,52000,19.5,0,16000
22.15,55000,52.9,0,5000
9.39,17000,19.3,0,2000
23.84,30000,10.3,0,6300
16.13,54000,31.6,0,30000
12.12,50000,22.2,0,12000
26.16,60000,61.1,0,30000
20.3,36000,8.8,0,25000
19.3,58000,91.5,0,30000
17.55,50000,34.2,2,4200
17.67,65000,60,1,10000
18.09,56000,32.7,0,24000
3.77,36000,13.1,0,5400
30.58,70000,52.8,0,3000
17.44,30000,75.1,0,5000
20.29,67000,45,0,25500
13.5,36000,32.7,0,10000
20.36,29000,6.8,0,13200
32.39,65000,49,0,15000
18.7,48000,50,0,10000
19.35,46580,18,0,8000
25.32,40000,45.2,0,10000
14.43,39000,6.3,0,16000
27.6,50000,59,0,22000
30.09,40000,77.2,0,10000
14.47,51600,32,0,9000
32.15,42996,39.7,0,8175
12.66,60000,44.2,0,30000
14.96,38900,32,0,4500
23.6,60000,83.2,0,32000
21.45,65894,31.5,0,14850
12.57,65000,48.7,0,30000
10.61,38000,2.9,0,6000
5.87,47000,65,1,5500
1.07,45000,7.3,0,10000
19.03,56375,12.9,0,12000
15.93,55000,42.6,0,2200
14.11,32496,7.3,0,12000
24.98,67700,11.3,0,15000
11.71,57590,50.6,0,17000
27.23,52000,24.4,0,15000
4.71,51464,14.2,1,1550
6.49,47124,38.2,0,6400
5.73,53000,19.1,0,5000
11.78,64000,44.4,0,11300
10.24,50400,50.6,0,16500
29.33,43000,46.5,0,14000
12.6,50000,89.3,0,16800
9.4,60000,37,1,4200
26.71,47000,8.7,0,7500
28.08,43000,59,0,7000
24.4,60000,15.4,0,15600
3.39,52000,36.5,0,6025
25.61,41000,36.8,0,7000
13.04,65000,48.1,1,18000
3.93,49800,28.6,0,12000
24.45,35000,51.3,0,15000
20.16,68000,38.4,0,11000
17.47,50000,34.7,0,10000
8.2,64000,14.4,0,20000
19.92,40000,16.4,0,6000
13.2,55000,27,0,10000
27.54,20176,0,0,1000
2,31200,6.8,0,10000
19.28,63000,76.3,0,22425
19.04,58000,58.2,0,13000
6.24,15000,74.7,0,4200
17.52,50000,45.3,0,20000
31.88,39600,24.4,0,25000
13.43,15012,8.3,0,1100
15.8,60000,62.9,0,15700
9.18,40000,9.5,0,10000
14.25,32000,33.7,0,10000
15.15,45000,0.3,0,4000
28.42,25000,14.2,0,5000
20.92,60000,16.8,0,24000
4.27,70000,28.2,0,10000
0.71,61000,21.5,0,15000
15.62,55000,68.3,0,7000
10.88,30000,27.8,0,3000
15.2,65000,59,1,16000
15.65,45000,31.1,0,7000
21.09,56000,36.7,0,10000
17.47,36000,5.1,0,10000
24.46,42000,61.7,0,9000
19.14,35000,23.3,1,10000
21.51,40000,51.3,0,15000
31.07,39500,24.4,0,10000
8.52,40000,67.3,1,6000
11.41,57000,14.1,0,10000
17.25,56000,30.5,0,14000
18.15,70000,24.2,0,6000
9.2,48000,18.9,0,5000
19.07,62000,55,0,12500
22.94,48000,17,0,5000
15.21,55000,24.5,0,30000
21.08,40816.3,16.5,0,10000
29.89,53000,29.6,0,2600
4.4,68159,25.8,0,40000
31.1,24000,61,0,5800
13.5,53000,81.5,1,6600
7.25,66504,93.8,0,10000
18.26,67548,11.9,0,33500
3.43,50000,39,0,14000
19.21,23242,0,0,14775
6.34,42000,20.8,0,11000
25.18,50000,58.3,0,12625
14.69,42000,15,1,6000
9.46,63823,77,0,3500
13.15,47000,79,0,16000
12.78,60000,36.2,0,12000
25.26,49500,77.5,0,5950
32.28,40000,34.8,0,10000
6.11,42000,33.6,0,3000
31,53432,60.8,0,20000
19.72,70000,54.3,1,10000
21.53,50000,52.9,0,11000
15.26,39000,25,0,5000
24.79,58000,24.4,0,3000
19.49,54000,4.6,0,3200
0.5,59796,4.5,0,36000
31.68,65000,98.2,0,12000
20.14,60000,44.5,0,15000
17.56,65000,41.1,0,1500
4.78,25857,63.9,0,5000
7.74,10236,26.8,0,3500
10.89,28000,16.2,0,10000
16,45000,57.3,0,5000
28.19,51000,12.5,0,5000
0.59,49000,24,0,6000
22.16,50000,53.3,1,20000
17.7,35000,66.1,0,10000
6.63,65000,29.8,0,16000
21.16,60000,78.2,0,10000
32.3,60000,46.6,1,15000
10.66,12156,38.3,0,2500
31.78,50000,28.3,1,20000
1.79,45000,13.9,0,13000
1.1,35000,7.4,1,10000
14.72,49000,58,0,5000
0.75,40000,31.4,0,10000
11.92,28800,0,0,8000
17.68,52000,13,0,8000
12.52,65000,38.6,0,25000
25.31,58000,39.1,0,20000
27.92,38000,29,0,3000
19.57,45000,22.9,0,2400
24.41,61000,36.9,0,20000
22.13,27500,37.4,0,10000
10.58,65000,64.8,0,19000
21.83,52000,86.2,0,13000
19.39,65000,43.5,0,20000
10.69,66000,19.2,1,36000
17.55,45000,31.2,0,12000
27.56,52000,45.7,0,12000
20.83,45000,63.4,0,17000
20.38,51000,39.1,1,9000
8.12,65000,40.4,1,14000
6.97,45996,72.1,0,1000
24.22,60000,47.1,0,10000
18.49,52000,39,0,11000
30.6,36000,69.7,0,20000
32.93,45000,64.1,0,15000
11.14,56000,14.3,0,3200
2.98,52000,19,0,4800
22.44,70000,75.9,0,13000
24,68000,49.1,1,10000
26.57,65000,38.5,0,15000
17.25,38000,33.6,0,6000
20.24,30000,41.9,1,5000
27.56,60000,72,0,1000
6.22,54000,28.4,0,12000
14.03,35000,19,0,2200
27.46,65000,67.5,0,6400
13.95,28980,58.2,0,9000
19.64,54200,49,0,14400
29,66428,45,1,16225
9.03,52000,69.5,0,21000
23.37,36000,26.3,0,7000
15.14,44000,25.4,0,12000
15.87,45000,22.9,0,5000
21.82,60000,36.7,0,11000
13.75,50000,39,0,18000
8.53,48000,57.6,0,15000
27.81,45000,60.7,0,12000
24.76,35000,49.3,5,5000
3.52,20440.84,16,0,5000
30.79,60000,72.3,2,20000
14.5,70000,97.8,0,20000
18.81,40000,24.7,0,11000
17.91,52000,62.2,0,14400
15.07,45000,16.7,0,25000
15.51,32500,42.3,0,10400
7.51,50000,43.8,0,9000
15.6,37000,77.9,1,5000
28.57,31000,26.7,0,6000
20,45000,63.6,0,10000
26.74,70000,47,0,10000
32.95,60000,71.6,0,34850
19.7,68000,43.6,0,8000
25.62,32000,75,0,8500
27.78,60000,75,0,20000
17.4,37440,59.4,0,10000
32.45,70000,66.1,0,30000
19.88,62000,60.9,0,12500
21.38,20490,1.1,0,8400
21.1,58000,40.9,0,10000
17.02,34500,38.4,0,7000
28.38,62000,34.4,0,25000
27.28,70000,72.9,0,3000
12.64,45000,31.2,1,17000
22.34,55000,33.1,0,27500
26.3,59000,60.7,0,20000
21.5,24000,26.6,0,10000
19.96,60000,37,0,9000
28.36,68500,23.9,1,5000
9.31,65000,64.9,0,6025
9.37,52000,93.6,0,35000
30.1,25000,9.4,0,16000
17.37,65000,74.7,1,10000
14.09,65000,65.1,0,15000
15.78,38476.36,53.7,0,8700
18.12,60000,40.2,0,12000
12.3,20980,95,0,7000
13.36,52000,32.8,0,1375
2.63,63396,44.5,0,10000
19.94,58500,83,0,24000
20.48,50000,9.4,0,13000
7.37,56000,51,2,5000
32.39,39500,60.4,0,1000
31.41,62500,34.6,0,22200
28.8,21000,5.8,0,2600
11.36,65000,39.2,0,32000
22.72,45000,41.8,0,20000
28,30000,66.9,0,20700
28.37,36000,59.8,0,12000
15.13,66950,2.7,0,18000
10.17,20300,40.2,0,4000
30.83,67000,26.7,0,17000
8.49,68000,6.9,0,13275
19.97,50000,51.6,0,9000
11.68,60000,11.3,0,9600
23.27,13000,61.2,0,24000
18.58,50000,76.4,0,4000
8.6,36000,6.8,0,8000
7.95,29000,31.5,0,5000
15.44,60000,83.8,0,18000
13.2,45000,46.1,0,10000
16.04,14000,27.5,0,12000
7.82,55000,33,0,25000
22.24,32000,6.4,0,15000
19.66,60000,46.5,0,10000
23.08,62449,68.4,0,10000
25.96,65000,19,0,6400
32.3,60000,49.7,0,35000
10.95,16000,28.8,0,10000
16.56,55000,60.6,0,18000
16.52,56000,44.4,2,9000
23.22,55000,35.4,0,19000
29.23,28000,14.6,0,4000
13.96,70000,9.8,0,14000
10.34,65000,17.7,0,8000
3.15,62500,39.9,0,18000
28.54,32000,4.8,0,3000
5.4,30000,71.4,2,5000
23.52,55000,1.5,1,30000
22.02,60000,56.1,0,10000
24.45,56000,98.1,0,10000
8.34,60000,25.3,1,3500
19.56,50200,46.6,0,32000
26.52,24029,25.2,0,6500
19.1,38448,33.9,0,10000
9.09,35000,43.6,0,16000
18.65,40092,55.3,0,9000
14.12,30000,19.4,0,5000
21.24,60000,19.2,0,10000
11.64,50000,25.1,1,4000
21.98,58550,0.1,0,18000
16.68,70000,9.3,1,16000
15.99,56000,25,0,15000
10.06,29000,45.9,0,1000
16.64,45000,11.4,0,8500
24.23,42000,35.3,0,6000
11.74,68196,20.4,0,12000
21.56,58000,69.1,1,9600
26.3,34967,21.6,0,4800
22.08,67000,44.7,0,12000
19.58,47200,26.9,1,20000
8.61,70000,45.1,0,6275
6.97,67200,11.8,0,3000
25.23,22500,1.4,0,4500
24.87,50000,74.9,0,10000
23.94,38400,6.4,0,2500
11.69,65000,54.6,0,20000
30.58,70000,57.7,0,14000
14.24,58000,54.3,0,20000
22.89,43000,35.9,0,16000
15.7,24000,42.7,0,11200
17.4,60000,35.5,0,22000
19.15,54400,17,0,4800
15.65,50000,36.5,0,10000
3.94,53000,66.9,0,10000
16.93,67000,58.2,0,15000
1.68,30000,11.5,0,6000
15.73,18000,34.6,0,2100
2.32,31000,73.6,0,1500
13.42,14400,49.7,0,6000
14.11,45000,49.9,0,40000
26.09,62000,47.6,1,10000
18.53,27000,33.3,0,10000
15.7,60000,70.5,2,2500
27.6,37000,24.8,0,2000
15.93,54000,78.8,0,10400
19.11,42000,35.6,0,10000
19.17,65000,79.3,0,22000
4.02,51000,50.4,0,7500
21.67,41600,56.3,1,6000
7.02,34000,68.2,0,10000
10.69,45000,20.4,0,1000
5.02,60000,115.9,0,20000
31.45,44539,38.5,0,15000
20.9,29000,40.3,0,12000
18.01,50000,36.1,1,14000
23.64,60000,23.3,1,7000
0.61,49500,0.8,0,3000
23.35,68000,35.1,0,12000
7.66,60000,99,0,2000
16.86,41500,62.5,0,10000
28.92,60000,70,0,3000
10.7,70000,16.2,0,12500
11.52,35000,16.1,0,15000
0.99,37500,7.1,0,7500
18.09,42000,50.2,0,5000
28.48,60120,74.7,0,18000
20.33,70000,43.9,0,10000
18.2,55000,34.5,0,35200
31.13,50000,40.5,0,15000
29.89,65000,32,0,14500
11.28,70000,35.8,1,4000
25.23,36000,31,0,5500
17.95,65000,40.5,0,20000
19.89,35000,6.3,0,4000
9.5,49000,19.5,0,3500
28.66,34000,22.5,0,20000
8.33,70000,31.4,0,4000
10.26,51000,98.1,0,6500
4.92,40000,51.6,0,17500
21.36,40000,24.6,0,20000
17.38,33207.96,58.7,0,2500
8.45,40038,45.3,0,5000
21.93,70000,81,0,15000
21.33,65000,58.1,0,16000
2.34,63000,0.1,0,5000
28.1,42500,16.9,0,11200
9.26,70000,24.9,0,5000
17,42000,27.5,0,18500
12.57,70000,25.6,0,14000
32.8,36000,45.6,0,10000
27.86,70000,47.6,0,7000
13.2,66000,38.2,0,16000
10.11,70000,31.3,0,4400
21.78,46500,21.3,0,17000
28.3,55629,52.7,0,15000
17.4,40000,36,0,4500
12.63,63000,37.8,0,9500
22.44,50000,5.9,0,5000
16.07,26000,61.8,0,13000
21.05,24000,92.2,0,11000
3.49,42000,36.2,0,2800
23.12,60000,43.1,0,8000
24.39,40000,20.2,0,4000
18.6,30000,61.3,0,10000
13.35,48000,2.3,0,12825
16.35,59000,27.3,0,7500
27.73,45000,10.4,0,16000
24.37,55000,18.2,0,7000
22.89,70000,10.9,0,2000
6.49,46209,64.6,0,5000
22.67,53000,54.2,0,18000
5.42,25000,97,0,1000
15.27,38500,68.3,0,7500
30.76,60000,71.8,0,19000
19.64,52000,45.4,0,3000
15.24,25600,39.8,0,3000
22.07,44000,32.7,0,11200
7.51,35000,8.6,0,7600
22.84,57000,24.1,6,5000
19.82,35000,23.3,1,3275
26.56,60000,82.8,0,10500
31.78,60000,77.4,0,24000
23.24,23500,18.7,0,6000
15.32,60000,44.3,0,10000
10.71,51000,53,0,4000
15.84,65000,58.7,0,15000
18.76,54000,50.9,0,16000
24.27,62400,56.9,0,22000
21.71,54000,36.7,2,20000
0.77,50000,1.6,0,5000
9.75,43457,29.8,0,10000
28.91,54000,41,0,4000
19.56,50000,50.7,0,10000
18.13,36400,85.8,0,12000
21.8,36008,42.2,0,20000
10.37,54120,23,0,3000
17.33,43000,23.1,0,6000
16.84,35000,73.8,0,6025
19.73,45000,64.9,0,6000
21.4,52430,44.4,0,10000
32.52,40000,25.8,2,1100
24.04,60000,57.7,1,20000
26.83,48000,59,0,3000
8.79,70000,26.7,1,15000
14.18,55857,16.9,0,20000
18.22,39000,22,0,5600
13.76,65000,33.1,0,40000
13.74,40000,94,0,12000
23.45,32300,43.8,0,8000
20.01,27000,15.6,0,15000
15.51,68000,36.7,0,20000
24.27,31000,29,1,6000
31.98,28000,34.7,0,16875
26.9,25200,26.6,1,2000
14.04,37000,63.1,0,3100
23.7,36000,25.7,0,20000
24.43,34000,25.8,1,23000
19.32,50000,27.2,0,16000
19.83,50000,36,0,10000
28,60000,4.3,0,10000
20.4,56000,14.3,0,12800
6.15,70000,99.6,1,12000
27.01,65000,81.3,0,8000
17.58,56305.56,51.6,0,15000
26.44,38000,48.6,0,9800
2.23,28000,9.3,0,5000
12.6,30000,94,0,10500
26.07,40000,40.2,0,12000
17.34,42000,85,1,30000
29.05,48000,31.5,0,10000
16.9,38000,31.2,0,12000
13.71,44280,42.8,0,10000
17.4,30000,61.3,0,6500
21.14,60000,8.2,0,30000
22.5,40700,99.6,0,4950
12.93,70000,24.8,0,20000
0.6,50000,1.2,0,6000
24.72,54000,54.8,1,1000
4.59,41052,31.5,0,29000
9.04,37440,38.1,0,15000
11.82,65000,22.2,0,12000
19.83,48000,26.2,0,26250
21.24,50000,5.4,0,13000
31.99,33840,17.4,0,15000
18.48,65000,19.6,0,15000
23.84,65000,35.2,0,15000
27.71,56000,55.2,0,30000
7.49,58000,0.4,0,40000
4.15,70000,14.4,0,12000
11.78,65000,15.7,0,2000
11.27,48960,26.7,0,10000
28.87,16500,37.7,0,4800
7.9,58200,34.8,0,13000
22.43,45000,74.5,0,9000
22.97,36000,33.3,0,6000
18.99,40000,37.6,3,5000
13.4,60000,31.4,1,25000
14.29,56000,3.6,3,16000
4.92,50000,54.8,0,7000
13.14,64000,37.8,1,17375
20.9,41000,51.6,0,11400
1.68,70000,67.6,0,40000
21,60000,32.7,0,15000
28.96,60000,44.3,0,28000
14.68,60000,11.4,0,23000
14.01,58000,88.3,0,20000
10.38,20000,56.2,0,8250
22.65,22248,0,1,3000
24.21,40000,12.1,0,12000
12.38,60000,75,0,10000
17.43,40000,40.8,0,16000
25.12,44000,55.1,0,5000
27,30000,84.8,0,16000
12.48,20000,33.1,0,7500
4.66,25000,44.6,0,4000
23.76,52220,27.2,0,7000
21.41,25000,80.7,0,2500
26.93,50000,67.3,1,13000
30.61,53000,53.8,0,12000
22.83,50000,17,0,31200
16.87,52000,47.2,0,10000
11.31,67500,51.8,0,15000
25.99,20000,77.3,0,1800
9.72,68000,92.3,1,22000
22.19,35000,30.5,0,10200
13.63,31000,51.9,0,10000
21.69,54000,58.3,0,5000
11.66,34272,52.8,0,10450
4.15,50000,31.4,0,2000
7.62,40000,37.7,0,12000
20,62000,67.3,0,12000
10.78,48750,98.1,0,16000
5.95,50000,59.7,0,8400
27.92,68000,92,0,10000
16.05,62000,58.2,0,35000
15.7,43944,44.7,0,5000
25.15,70000,59.5,0,40000
15.31,65000,52.6,0,5500
29.66,42400,64.7,0,14100
17.96,58000,35.8,0,2500
11.42,70000,44,0,16000
12.85,64800,9.8,0,16500
31.04,45000,27.1,0,12600
21.13,67600,1.5,0,25000
31.46,42000,38.5,0,16000
24.31,70000,33.3,0,40000
24.26,42000,34.4,0,10000
22.08,30000,25.9,0,5000
22.06,42500,18,0,10000
25.6,33000,51.1,1,5000
25.09,63000,21.7,0,25000
24.28,30000,50.7,0,10000
17,60000,34.8,0,13000
23.11,55000,60,0,3000
18.19,45000,19.8,0,25000
32.77,39000,62.9,0,8000
9.42,40000,17.1,0,6500
17.08,67000,42.5,0,10000
19.12,60000,38.8,0,3000
8.9,70000,37,0,5000
22.74,55000,28.5,0,23800
30.45,43000,98.6,1,3900
21.4,60000,90.5,0,12000
28.34,70000,101.2,0,16000
13.4,60000,89.1,0,7500
30.16,68000,92,0,25000
10.22,50000,20.8,0,8000
27.47,35000,95,0,6000
15.9,40000,21.7,1,15000
7.8,34000,13.3,0,7000
14.77,20000,22.7,0,5000
32.65,40000,61.8,0,17000
19.91,46000,6.6,0,30000
22.33,36500,15.4,0,7500
21.56,30000,22.6,1,4000
19.11,51000,27.8,0,14000
21.14,23000,71.2,2,5000
15.7,46000,86.5,0,12000
4.04,60000,43,0,6000
27.09,28000,33,1,5000
28.02,55000,21.2,0,11075
21.08,60700,38.7,0,5000
31.94,62000,99,0,5000
5.79,70000,66.3,0,6300
10.08,40000,58.6,0,6000
22.37,21500,31.4,0,7500
15.06,39600,15,0,10000
15.06,33000,44.9,0,16500
21.2,30000,90.8,0,10000
12.6,32000,19.1,0,5000
12.75,61000,13.8,0,1100
30.83,55000,8.4,1,5500
28.15,68000,39.3,1,6000
29.32,30000,56.8,0,5000
4.22,54000,44.9,0,6000
24.29,70000,8,3,5000
22.49,38000,20.3,2,9000
2.69,66000,44.3,0,18000
6.44,60000,11.2,0,4500
1.8,70000,12.6,0,7400
12.84,40000,43.9,0,23900
1.4,60000,8.9,0,10000
21.14,27588,91.9,0,10000
22.04,52000,49,0,24000
4.08,60000,28.7,0,1000
15,60000,71,0,7000
4.12,37900,3.1,0,5000
29.25,65000,58.1,0,40000
23.65,55000,39.8,0,2000
20.3,70000,66.7,0,7000
11.84,60000,30.4,0,5000
21.99,37000,13.9,0,13000
10.27,25000,32.1,0,10000
3.74,44000,45.6,0,8000
19.29,70000,13.6,0,24000
24.49,54000,46,0,4400
12.94,60000,17.5,0,17000
15.51,65000,48.4,0,6000
10.66,60000,76.1,0,15000
26.34,40000,45.8,0,7000
11.62,41000,31.7,0,7200
19.82,60000,99,0,1500
10.38,34000,80.6,2,10000
22.78,50000,91.3,0,16000
19.41,46000,39.9,0,15000
25.55,48000,34.3,0,20000
32.08,30000,3.2,0,10000
26,24000,3.9,0,7525
29.09,55000,13.8,0,20000
13.53,47383,33,0,14400
19.38,19200,6,0,6000
32.87,36000,87.7,5,20000
17.7,60000,55.7,0,20000
24.96,70000,77,1,16000
5,61000,26.2,0,16800
22.59,44000,8.7,1,10000
26.19,22000,63.7,0,23000
0.77,57600,7.2,0,10000
6.51,60000,41.4,0,2000
23.83,54286,28.5,1,12000
26.58,61000,8.1,0,10500
7.25,23000,47.1,0,6000
19.9,50000,44.2,0,10000
29.11,50000,45.7,0,24000
18.47,36000,13.9,0,20000
9.06,63600,24.2,0,12400
26.38,52000,24.6,0,35000
27.79,41500,74.4,0,9200
29.97,45000,28.8,0,7000
31.32,70000,79.4,0,7200
6.03,43200,24.4,0,24000
21.58,50000,52.9,0,10000
13.71,40000,55.6,0,15000
28.01,70000,39.5,0,14000
1.2,50000,4.9,0,40000
25.08,67523,43.1,0,18000
12.28,35000,55.1,0,18000
11.36,60000,54.3,0,10000
20.88,60000,69,0,15000
22.49,70000,21,0,10000
20.66,55000,6.7,0,25000
22.26,50460,28.9,0,1000
3.66,60000,54.8,0,10000
9.33,36000,89.5,0,10000
22.56,54000,40,0,20000
16.76,62000,14.6,0,7200
28.82,24480,16.6,0,10000
20.22,25044,77,0,15600
2,42000,9.8,0,12000
8.8,28000,29.1,0,5000
0.68,16000,0,0,4500
10.58,60000,11.6,0,16000
15.91,42000,23,0,11000
16.61,70000,18.7,0,35000
8.94,42000,24,0,2000
19.08,40000,14.3,0,8000
16.9,49000,74.9,0,20000
15.88,55316,29.1,0,10000
0.69,52332,1.5,1,10000
20.45,25000,20.4,0,6000
3.67,69900,19.8,0,10000
16.79,36000,36.2,0,1800
18.27,30000,51,0,10000
23.62,50000,27.3,0,25000
6.69,45000,42.7,0,28000
14.48,51000,32.3,2,13500
17.1,65000,36.9,0,32000
28.4,60000,23.9,0,28800
32.13,64728,54.2,0,20000
16.26,55000,24.2,0,4500
27.04,60000,47.9,0,10000
16.43,52000,41.5,0,12725
13.46,56000,54.3,0,4800
31.94,60000,59.1,0,27000
26.93,25000,51.2,0,2800
16.53,65000,66.2,0,14000
